obs_wl_vac(nm)	ritz_wl_vac(nm)	unc_ritz_wl	intens	Aki(s^-1)	fik	S(a.u.)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"474.5672"	"474.566717"	"0.000016"	"6"	"9.8e+04"	"6.6e-04"	"2.1e-02"	C	"12985.185724"	"34057.0385"	"3p6.4p"	"2P*"	"1/2"	"3p6.11d"	"2D"	"3/2"		"T817LS"	"L6096"	
"475.5263"	"475.526024"	"0.000016"	"5"	"1.6e+05"	"2.7e-04"	"1.7e-02"	D+	"13042.896027"	"34072.2393"	"3p6.4p"	"2P*"	"3/2"	"3p6.13s"	"2S"	"1/2"		"T1619extrap,LS"	"L6096"	
""	"475.870001"	"0.000016"	""	"1.9e+04"	"6.5e-05"	"4.0e-03"	E	"13042.896027"	"34057.0385"	"3p6.4p"	"2P*"	"3/2"	"3p6.11d"	"2D"	"3/2"		"T817LS"	""	
"475.8719"	"475.870757"	"0.000016"	"7"	"1.2e+05"	"6.1e-04"	"3.8e-02"	C	"13042.896027"	"34057.0051"	"3p6.4p"	"2P*"	"3/2"	"3p6.11d"	"2D"	"5/2"		"T817LS"	"L6096"	
"478.7829"	"478.782901"	"0.000016"	"5"	"1.03e+05"	"3.54e-04"	"1.12e-02"	C	"12985.185724"	"33871.4788"	"3p6.4p"	"2P*"	"1/2"	"3p6.12s"	"2S"	"1/2"		"T817,T204,LS"	"L6096"	
"479.2388"	"479.238063"	"0.000016"	"7"	"1.3e+05"	"9.0e-04"	"2.8e-02"	C	"12985.185724"	"33851.6418"	"3p6.4p"	"2P*"	"1/2"	"3p6.10d"	"2D"	"3/2"		"T817n,T204n,LS"	"L6096"	
"480.1096"	"480.109478"	"0.000016"	"6"	"2.07e+05"	"3.58e-04"	"2.26e-02"	C	"13042.896027"	"33871.4788"	"3p6.4p"	"2P*"	"3/2"	"3p6.12s"	"2S"	"1/2"		"T817,T204,LS"	"L6096"	
""	"480.567167"	"0.000016"	""	"2.6e+04"	"9.0e-05"	"5.7e-03"	C	"13042.896027"	"33851.6418"	"3p6.4p"	"2P*"	"3/2"	"3p6.10d"	"2D"	"3/2"		"T817n,T204n,LS"	""	
"480.5691"	"480.568234"	"0.000016"	"8"	"1.6e+05"	"8.3e-04"	"5.3e-02"	C	"13042.896027"	"33851.5956"	"3p6.4p"	"2P*"	"3/2"	"3p6.10d"	"2D"	"5/2"		"T817n,T204n,LS"	"L6096"	
"485.1220"	"485.121941"	"0.000016"	"7"	"1.871e+05"	"6.600e-04"	"2.108e-02"	A+	"12985.185724"	"33598.5597"	"3p6.4p"	"2P*"	"1/2"	"3p6.11s"	"2S"	"1/2"		"T9168"	"L6096"	
"485.7447"	"485.744865"	"0.000017"	"8"	"2.10e+05"	"1.486e-03"	"4.75e-02"	A	"12985.185724"	"33572.1249"	"3p6.4p"	"2P*"	"1/2"	"3p6.9d"	"2D"	"3/2"		"T9168"	"L6096"	
"486.4842"	"486.483928"	"0.000017"	"8"	"3.698e+05"	"6.560e-04"	"4.203e-02"	AA	"13042.896027"	"33598.5597"	"3p6.4p"	"2P*"	"3/2"	"3p6.11s"	"2S"	"1/2"		"T9168"	"L6096"	
""	"487.110357"	"0.000017"	""	"4.38e+04"	"1.56e-04"	"1.000e-02"	B+	"13042.896027"	"33572.1249"	"3p6.4p"	"2P*"	"3/2"	"3p6.9d"	"2D"	"3/2"		"T9168"	""	
"487.1117"	"487.111916"	"0.000017"	"9"	"2.61e+05"	"1.394e-03"	"8.94e-02"	A	"13042.896027"	"33572.0592"	"3p6.4p"	"2P*"	"3/2"	"3p6.9d"	"2D"	"5/2"		"T9168"	"L6096"	
"494.3381"	"494.338808"	"0.000017"	"8bl"	"2.69e+05"	"9.86e-04"	"3.21e-02"	AA	"12985.185724"	"33214.2267"	"3p6.4p"	"2P*"	"1/2"	"3p6.10s"	"2S"	"1/2"		"T9168"	"L1792"	
"495.2197"	"495.219972"	"0.000017"	"9"	"2.69e+05"	"1.98e-03"	"6.45e-02"	B+	"12985.185724"	"33178.2324"	"3p6.4p"	"2P*"	"1/2"	"3p6.8d"	"2D"	"3/2"		"T9168"	"L6096"	
"495.75292"	"495.753114"	"0.000017"	"9"	"5.322e+05"	"9.805e-04"	"6.401e-02"	AA	"13042.896027"	"33214.2267"	"3p6.4p"	"2P*"	"3/2"	"3p6.10s"	"2S"	"1/2"		"T9168"	"L1792"	
""	"496.639332"	"0.000017"	""	"5.56e+04"	"2.06e-04"	"1.35e-02"	B+	"13042.896027"	"33178.2324"	"3p6.4p"	"2P*"	"3/2"	"3p6.8d"	"2D"	"3/2"		"T9168"	""	
"496.6416"	"496.641761"	"0.000017"	"10"	"3.36e+05"	"1.86e-03"	"1.22e-01"	A	"13042.896027"	"33178.1339"	"3p6.4p"	"2P*"	"3/2"	"3p6.8d"	"2D"	"5/2"		"T9168"	"L6096"	
"508.5643"	"508.565117"	"0.000018"	"10"	"4.074e+05"	"1.580e-03"	"5.290e-02"	AA	"12985.185724"	"32648.3511"	"3p6.4p"	"2P*"	"1/2"	"3p6.9s"	"2S"	"1/2"		"T9168"	"L6096"	
"509.8592"	"509.859199"	"0.000018"	"11"	"3.39e+05"	"2.65e-03"	"8.9e-02"	B+	"12985.185724"	"32598.4437"	"3p6.4p"	"2P*"	"1/2"	"3p6.7d"	"2D"	"3/2"		"T9168"	"L6096"	
"510.0621"	"510.062121"	"0.000018"	"11"	"8.064e+05"	"1.573e-03"	"1.056e-01"	A+	"13042.896027"	"32648.3511"	"3p6.4p"	"2P*"	"3/2"	"3p6.9s"	"2S"	"1/2"		"T9168"	"L6096"	
""	"511.363842"	"0.000018"	""	"7.01e+04"	"2.75e-04"	"1.85e-02"	A	"13042.896027"	"32598.4437"	"3p6.4p"	"2P*"	"3/2"	"3p6.7d"	"2D"	"3/2"		"T9168"	""	
"511.3674"	"511.367911"	"0.000018"	"12"	"4.22e+05"	"2.48e-03"	"1.67e-01"	B+	"13042.896027"	"32598.2881"	"3p6.4p"	"2P*"	"3/2"	"3p6.7d"	"2D"	"5/2"		"T9168"	"L6096"	
"532.4757"	"532.47595"	"0.00009"	"12"	"6.62e+05"	"2.812e-03"	"9.86e-02"	A+	"12985.185724"	"31765.3767"	"3p6.4p"	"2P*"	"1/2"	"3p6.8s"	"2S"	"1/2"		"T9168"	"L6096"	
"534.1173"	"534.11726"	"0.00009"	"13"	"1.311e+06"	"2.803e-03"	"1.971e-01"	AA	"13042.896027"	"31765.3767"	"3p6.4p"	"2P*"	"3/2"	"3p6.8s"	"2S"	"1/2"		"T9168"	"L6096"	
"534.4456"	"534.44554"	"0.00009"	"12"	"3.86e+05"	"3.30e-03"	"1.16e-01"	A	"12985.185724"	"31696.1661"	"3p6.4p"	"2P*"	"1/2"	"3p6.6d"	"2D"	"3/2"		"T9168"	"L6096"	
""	"536.09903"	"0.00009"	""	"8.10e+04"	"3.49e-04"	"2.46e-02"	A	"13042.896027"	"31696.1661"	"3p6.4p"	"2P*"	"3/2"	"3p6.6d"	"2D"	"3/2"		"T9168"	""	
"536.1065"	"536.10666"	"0.00009"	"14"	"4.86e+05"	"3.14e-03"	"2.22e-01"	A	"13042.896027"	"31695.9005"	"3p6.4p"	"2P*"	"3/2"	"3p6.6d"	"2D"	"5/2"		"T9168"	"L6096"	
"578.3988"	"578.40035"	"0.00010"	"16"	"1.186e+06"	"5.949e-03"	"2.266e-01"	AA	"12985.185724"	"30274.2487"	"3p6.4p"	"2P*"	"1/2"	"3p6.7s"	"2S"	"1/2"		"T9168"	"L6096"	
"580.3361"	"580.33749"	"0.00010"	"17"	"2.348e+06"	"5.927e-03"	"4.529e-01"	AA	"13042.896027"	"30274.2487"	"3p6.4p"	"2P*"	"3/2"	"3p6.7s"	"2S"	"1/2"		"T9168"	"L6096"	
"581.3759"	"581.37636"	"0.00010"	"15"	"2.86e+05"	"2.90e-03"	"1.11e-01"	A	"12985.185724"	"30185.7476"	"3p6.4p"	"2P*"	"1/2"	"3p6.5d"	"2D"	"3/2"		"T9168"	"L6096"	
""	"583.33352"	"0.00010"	""	"6.13e+04"	"3.13e-04"	"2.40e-02"	A	"13042.896027"	"30185.7476"	"3p6.4p"	"2P*"	"3/2"	"3p6.5d"	"2D"	"3/2"		"T9168"	""	
"583.3504"	"583.35066"	"0.00010"	"17"	"3.71e+05"	"2.84e-03"	"2.18e-01"	A	"13042.896027"	"30185.2439"	"3p6.4p"	"2P*"	"3/2"	"3p6.5d"	"2D"	"5/2"		"T9168"	"L6096"	
"691.2991"	"691.29881"	"0.00014"	"19"	"2.500e+06"	"1.791e-02"	"8.154e-01"	AA	"12985.185724"	"27450.7104"	"3p6.4p"	"2P*"	"1/2"	"3p6.6s"	"2S"	"1/2"		"T9168"	"L6096"	
"693.8197"	"693.81995"	"0.00024"	"12"	"1.9e+04"	"2.7e-04"	"1.25e-02"	C	"12985.185724"	"27398.147"	"3p6.4p"	"2P*"	"1/2"	"3p6.4d"	"2D"	"3/2"		"T9168"	"L6096"	
"694.0681"	"694.06780"	"0.00014"	"20"	"4.956e+06"	"1.790e-02"	"1.636e+00"	AA	"13042.896027"	"27450.7104"	"3p6.4p"	"2P*"	"3/2"	"3p6.6s"	"2S"	"1/2"		"T9168"	"L6096"	
"696.610"	"696.60921"	"0.00024"	"7"	"2.4e+03"	"1.7e-05"	"1.6e-03"	D+	"13042.896027"	"27398.147"	"3p6.4p"	"2P*"	"3/2"	"3p6.4d"	"2D"	"3/2"		"T9168"	"L6096"	
"696.6593"	"696.66113"	"0.00024"	"12"	"1.37e+04"	"1.49e-04"	"1.37e-02"	D+	"13042.896027"	"27397.077"	"3p6.4p"	"2P*"	"3/2"	"3p6.4d"	"2D"	"5/2"		"T9168"	"L6096"	
""	"754.3488"	"0.0003"	""	"4.9e+03"	"8.4e-05"	"4.2e-03"	E	"21026.551"	"34283.0181"	"3p6.5s"	"2S"	"1/2"	"3p6.14p"	"2P*"	"3/2"		"T817"	""	
""	"754.3693"	"0.0003"	""	"4.9e+03"	"4.2e-05"	"2.1e-03"	E	"21026.551"	"34282.6573"	"3p6.5s"	"2S"	"1/2"	"3p6.14p"	"2P*"	"1/2"		"T817"	""	
""	"762.0827"	"0.0003"	""	"6.5e+03"	"1.1e-04"	"5.7e-03"	C	"21026.551"	"34148.4861"	"3p6.5s"	"2S"	"1/2"	"3p6.13p"	"2P*"	"3/2"		"T817"	""	
""	"762.1093"	"0.0003"	""	"6.5e+03"	"5.7e-05"	"2.8e-03"	E	"21026.551"	"34148.0284"	"3p6.5s"	"2S"	"1/2"	"3p6.13p"	"2P*"	"1/2"		"T817"	""	
"766.7008906"	"766.70089"	"0.00003"	"25r"	"3.779e+07"	"6.661e-01"	"3.363e+01"	AAA	"0.0000"	"13042.896027"	"3p6.4s"	"2S"	"1/2"	"3p6.4p"	"2P*"	"3/2"		"T9745"	"L8995"	
"770.1083536"	"770.10835"	"0.00003"	"24r"	"3.734e+07"	"3.3201e-01"	"1.683e+01"	AAA	"0.0000"	"12985.185724"	"3p6.4s"	"2S"	"1/2"	"3p6.4p"	"2P*"	"1/2"		"T9745"	"L8995"	
""	"772.4236"	"0.0003"	""	"8.9e+03"	"1.6e-04"	"8.1e-03"	C	"21026.551"	"33972.8148"	"3p6.5s"	"2S"	"1/2"	"3p6.12p"	"2P*"	"3/2"		"T817"	""	
""	"772.4599"	"0.0003"	""	"8.9e+03"	"8.0e-05"	"4.0e-03"	E	"21026.551"	"33972.2064"	"3p6.5s"	"2S"	"1/2"	"3p6.12p"	"2P*"	"1/2"		"T817"	""	
"774.320"	"774.335"	"0.004"	"a*"	""	""	""		"21534.680"	"34448.98"	"3p6.3d"	"2D"	"5/2"	"3p6.14f"	"2F*"	"7/2"		""	"L2996"	
"774.320"	"774.335"	"0.004"	"a*"	""	""	""		"21534.680"	"34448.98"	"3p6.3d"	"2D"	"5/2"	"3p6.14f"	"2F*"	"5/2"		""	"L2996"	
"774.459"	"774.474"	"0.004"	"a"	""	""	""		"21536.988"	"34448.98"	"3p6.3d"	"2D"	"3/2"	"3p6.14f"	"2F*"	"5/2"		""	"L2996"	
"779.731"	"779.747"	"0.004"	"a*"	""	""	""		"21534.680"	"34359.36"	"3p6.3d"	"2D"	"5/2"	"3p6.13f"	"2F*"	"5/2"		""	"L2996"	
"779.731"	"779.747"	"0.004"	"a*"	""	""	""		"21534.680"	"34359.36"	"3p6.3d"	"2D"	"5/2"	"3p6.13f"	"2F*"	"7/2"		""	"L2996"	
"779.871"	"779.887"	"0.004"	"a"	""	""	""		"21536.988"	"34359.36"	"3p6.3d"	"2D"	"3/2"	"3p6.13f"	"2F*"	"5/2"		""	"L2996"	
"786.663"	"786.677"	"0.003"	"a*"	""	""	""		"21534.680"	"34246.37"	"3p6.3d"	"2D"	"5/2"	"3p6.12f"	"2F*"	"5/2"		""	"L2996"	
"786.663"	"786.677"	"0.003"	"a*"	""	""	""		"21534.680"	"34246.37"	"3p6.3d"	"2D"	"5/2"	"3p6.12f"	"2F*"	"7/2"		""	"L2996"	
""	"786.7339"	"0.0004"	""	"1.3e+04"	"2.4e-04"	"1.2e-02"	C	"21026.551"	"33737.3284"	"3p6.5s"	"2S"	"1/2"	"3p6.11p"	"2P*"	"3/2"		"T817"	""	
""	"786.7853"	"0.0004"	""	"1.3e+04"	"1.2e-04"	"6.2e-03"	C	"21026.551"	"33736.4979"	"3p6.5s"	"2S"	"1/2"	"3p6.11p"	"2P*"	"1/2"		"T817"	""	
"786.803"	"786.820"	"0.003"	"a"	""	""	""		"21536.988"	"34246.37"	"3p6.3d"	"2D"	"3/2"	"3p6.12f"	"2F*"	"5/2"		""	"L2996"	
"795.756"	"795.755"	"0.004"	"5"	""	""	""		"21534.680"	"34101.36"	"3p6.3d"	"2D"	"5/2"	"3p6.11f"	"2F*"	"7/2"		""	"L6096"	
"795.902"	"795.901"	"0.004"	"4"	""	""	""		"21536.988"	"34101.36"	"3p6.3d"	"2D"	"3/2"	"3p6.11f"	"2F*"	"5/2"		""	"L6096"	
""	"803.9791"	"0.0004"	""	"2.0e+04"	"1.3e-04"	"2.1e-02"	C	"21534.680"	"33972.8148"	"3p6.3d"	"2D"	"5/2"	"3p6.12p"	"2P*"	"3/2"		"T817LS"	""	
""	"804.1283"	"0.0004"	""	"2.3e+03"	"2.2e-05"	"2.4e-03"	E	"21536.988"	"33972.8148"	"3p6.3d"	"2D"	"3/2"	"3p6.12p"	"2P*"	"3/2"		"T817LS"	""	
""	"804.1676"	"0.0004"	""	"2.3e+04"	"1.1e-04"	"1.2e-02"	C	"21536.988"	"33972.2064"	"3p6.3d"	"2D"	"3/2"	"3p6.12p"	"2P*"	"1/2"		"T817LS"	""	
""	"807.4383"	"0.0004"	""	"1.601e+04"	"3.13e-04"	"1.664e-02"	B+	"21026.551"	"33411.3986"	"3p6.5s"	"2S"	"1/2"	"3p6.10p"	"2P*"	"3/2"		"T9168"	""	
""	"807.5144"	"0.0004"	""	"1.456e+04"	"1.424e-04"	"7.57e-03"	A	"21026.551"	"33410.2306"	"3p6.5s"	"2S"	"1/2"	"3p6.10p"	"2P*"	"1/2"		"T9168"	""	
"808.033"	"808.032"	"0.004"	"7"	""	""	""		"21534.680"	"33910.42"	"3p6.3d"	"2D"	"5/2"	"3p6.10f"	"2F*"	"7/2"		""	"L6096"	
"808.184"	"808.183"	"0.004"	"6"	""	""	""		"21536.988"	"33910.42"	"3p6.3d"	"2D"	"3/2"	"3p6.10f"	"2F*"	"5/2"		""	"L6096"	
""	"819.4942"	"0.0004"	""	"2.8e+04"	"1.9e-04"	"3.0e-02"	C	"21534.680"	"33737.3284"	"3p6.3d"	"2D"	"5/2"	"3p6.11p"	"2P*"	"3/2"		"T817LS"	""	
""	"819.6493"	"0.0004"	""	"3.1e+03"	"3.1e-05"	"3.4e-03"	E	"21536.988"	"33737.3284"	"3p6.3d"	"2D"	"3/2"	"3p6.11p"	"2P*"	"3/2"		"T817LS"	""	
""	"819.7051"	"0.0004"	""	"3.1e+04"	"1.6e-04"	"1.7e-02"	C	"21536.988"	"33736.4979"	"3p6.3d"	"2D"	"3/2"	"3p6.11p"	"2P*"	"1/2"		"T817LS"	""	
"825.245"	"825.243"	"0.004"	"9bl*"	"9.6e+05"	"1.3e-02"	"2.1e+00"	B+	"21534.680"	"33652.32"	"3p6.3d"	"2D"	"5/2"	"3p6.9f"	"2F*"	"7/2"		"T817LS"	"L6096"	
"825.245"	"825.243"	"0.004"	"9bl*"	"6.4e+04"	"6.5e-04"	"1.1e-01"	C+	"21534.680"	"33652.32"	"3p6.3d"	"2D"	"5/2"	"3p6.9f"	"2F*"	"5/2"		"T817LS"	"L6096"	
"825.401"	"825.400"	"0.004"	"8"	"8.9e+05"	"1.4e-02"	"1.5e+00"	C+	"21536.988"	"33652.32"	"3p6.3d"	"2D"	"3/2"	"3p6.9f"	"2F*"	"5/2"		"T817LS"	"L6096"	
"839.253"	"839.2518"	"0.0004"	"3"	"2.71e+04"	"5.73e-04"	"3.17e-02"	B+	"21026.551"	"32941.9262"	"3p6.5s"	"2S"	"1/2"	"3p6.9p"	"2P*"	"3/2"		"T9168"	"L6096"	
""	"839.3732"	"0.0004"	"m"	"2.47e+04"	"2.61e-04"	"1.44e-02"	B+	"21026.551"	"32940.2030"	"3p6.5s"	"2S"	"1/2"	"3p6.9p"	"2P*"	"1/2"		"T9168"	"L6096"	
"841.985"	"841.9834"	"0.0004"	"2"	"4.81e+04"	"3.41e-04"	"5.66e-02"	A	"21534.680"	"33411.3986"	"3p6.3d"	"2D"	"5/2"	"3p6.10p"	"2P*"	"3/2"		"T9168"	"L6096"	
""	"842.1471"	"0.0004"	""	"5.29e+03"	"5.63e-05"	"6.24e-03"	A	"21536.988"	"33411.3986"	"3p6.3d"	"2D"	"3/2"	"3p6.10p"	"2P*"	"3/2"		"T9168"	""	
"842.231"	"842.2299"	"0.0004"	"1"	"5.25e+04"	"2.79e-04"	"3.10e-02"	A	"21536.988"	"33410.2306"	"3p6.3d"	"2D"	"3/2"	"3p6.10p"	"2P*"	"1/2"		"T9168"	"L6096"	
"850.579"	"850.577"	"0.004"	"11bl*"	"1.32e+06"	"1.91e-02"	"3.20e+00"	B+	"21534.680"	"33291.40"	"3p6.3d"	"2D"	"5/2"	"3p6.8f"	"2F*"	"7/2"		"T8262"	"L6096"	
"850.579"	"850.577"	"0.004"	"11bl*"	"8.80e+04"	"9.54e-04"	"1.60e-01"	B+	"21534.680"	"33291.40"	"3p6.3d"	"2D"	"5/2"	"3p6.8f"	"2F*"	"5/2"		"T8262"	"L6096"	
"850.745"	"850.744"	"0.004"	"10"	"1.23e+06"	"2.00e-02"	"2.24e+00"	B+	"21536.988"	"33291.40"	"3p6.3d"	"2D"	"3/2"	"3p6.8f"	"2F*"	"5/2"		"T8262"	"L6096"	
"876.637"	"876.6358"	"0.0004"	"4"	"7.13e+04"	"5.48e-04"	"9.49e-02"	A	"21534.680"	"32941.9262"	"3p6.3d"	"2D"	"5/2"	"3p6.9p"	"2P*"	"3/2"		"T9168"	"L6096"	
""	"876.8132"	"0.0004"	""	"7.97e+03"	"9.19e-05"	"1.061e-02"	A+	"21536.988"	"32941.9262"	"3p6.3d"	"2D"	"3/2"	"3p6.9p"	"2P*"	"3/2"		"T9168"	""	
"876.946"	"876.9457"	"0.0004"	"3"	"7.81e+04"	"4.50e-04"	"5.20e-02"	A	"21536.988"	"32940.2030"	"3p6.3d"	"2D"	"3/2"	"3p6.9p"	"2P*"	"1/2"		"T9168"	"L6096"	
"890.463"	"890.462"	"0.005"	"13bl*"	"1.369e+05"	"1.627e-03"	"2.862e-01"	AA	"21534.680"	"32764.80"	"3p6.3d"	"2D"	"5/2"	"3p6.7f"	"2F*"	"5/2"		"T9168"	"L6096"	
"890.463"	"890.462"	"0.005"	"13bl*"	"2.052e+06"	"3.253e-02"	"5.722e+00"	AA	"21534.680"	"32764.80"	"3p6.3d"	"2D"	"5/2"	"3p6.7f"	"2F*"	"7/2"		"T9168"	"L6096"	
"890.646"	"890.645"	"0.005"	"12"	"1.914e+06"	"3.414e-02"	"4.004e+00"	AA	"21536.988"	"32764.80"	"3p6.3d"	"2D"	"3/2"	"3p6.7f"	"2F*"	"5/2"		"T9168"	"L6096"	
"892.576"	"892.574"	"0.005"	"5"	"5.23e+04"	"1.250e-03"	"7.34e-02"	A	"21026.551"	"32230.11"	"3p6.5s"	"2S"	"1/2"	"3p6.8p"	"2P*"	"3/2"		"T9168"	"L6096"	
"892.789"	"892.786"	"0.005"	"4"	"4.77e+04"	"5.70e-04"	"3.35e-02"	B+	"21026.551"	"32227.44"	"3p6.5s"	"2S"	"1/2"	"3p6.8p"	"2P*"	"1/2"		"T9168"	"L6096"	
"934.980"	"934.979"	"0.005"	"7"	"1.135e+05"	"9.92e-04"	"1.832e-01"	A+	"21534.680"	"32230.11"	"3p6.3d"	"2D"	"5/2"	"3p6.8p"	"2P*"	"3/2"		"T9168"	"L6096"	
"935.182"	"935.181"	"0.005"	"3"	"1.266e+04"	"1.661e-04"	"2.045e-02"	A+	"21536.988"	"32230.11"	"3p6.3d"	"2D"	"3/2"	"3p6.8p"	"2P*"	"3/2"		"T9168"	"L6096"	
"935.416"	"935.414"	"0.005"	"6"	"1.244e+05"	"8.16e-04"	"1.005e-01"	A+	"21536.988"	"32227.44"	"3p6.3d"	"2D"	"3/2"	"3p6.8p"	"2P*"	"1/2"		"T9168"	"L6096"	
"959.833"	"959.832"	"0.006"	"15bl*"	"3.449e+06"	"6.351e-02"	"1.204e+01"	AA	"21534.680"	"31953.17"	"3p6.3d"	"2D"	"5/2"	"3p6.6f"	"2F*"	"7/2"		"T9168"	"L6096"	
"959.833"	"959.832"	"0.006"	"15bl*"	"2.294e+05"	"3.168e-03"	"6.006e-01"	AA	"21534.680"	"31953.17"	"3p6.3d"	"2D"	"5/2"	"3p6.6f"	"2F*"	"5/2"		"T9168"	"L6096"	
"960.046"	"960.045"	"0.006"	"14"	"3.207e+06"	"6.648e-02"	"8.404e+00"	AA	"21536.988"	"31953.17"	"3p6.3d"	"2D"	"3/2"	"3p6.6f"	"2F*"	"5/2"		"T9168"	"L6096"	
"995.240"	"995.238"	"0.006"	"6"	"1.24e+05"	"3.68e-03"	"2.41e-01"	B+	"21026.551"	"31074.40"	"3p6.5s"	"2S"	"1/2"	"3p6.7p"	"2P*"	"3/2"		"T9168"	"L6096"	
"995.687"	"995.684"	"0.006"	"5"	"1.15e+05"	"1.71e-03"	"1.12e-01"	B+	"21026.551"	"31069.90"	"3p6.5s"	"2S"	"1/2"	"3p6.7p"	"2P*"	"1/2"		"T9168"	"L6096"	
"1048.250"	"1048.249"	"0.007"	"9"	"1.992e+05"	"2.187e-03"	"4.529e-01"	A	"21534.680"	"31074.40"	"3p6.3d"	"2D"	"5/2"	"3p6.7p"	"2P*"	"3/2"		"T9168"	"L6096"	
"1048.502"	"1048.502"	"0.007"	"5"	"2.205e+04"	"3.634e-04"	"5.018e-02"	A+	"21536.988"	"31074.40"	"3p6.3d"	"2D"	"3/2"	"3p6.7p"	"2P*"	"3/2"		"T9168"	"L6096"	
"1048.998"	"1048.997"	"0.007"	"8"	"2.168e+05"	"1.788e-03"	"2.470e-01"	A+	"21536.988"	"31069.90"	"3p6.3d"	"2D"	"3/2"	"3p6.7p"	"2P*"	"1/2"		"T9168"	"L6096"	
""	"1067.1382"	"0.0006"	""	"3.9e+04"	"6.7e-04"	"4.7e-02"	C	"24701.382"	"34072.2393"	"3p6.5p"	"2P*"	"1/2"	"3p6.13s"	"2S"	"1/2"		"T817LS"	""	
""	"1068.8721"	"0.0006"	""	"1.2e+04"	"4.1e-04"	"2.9e-02"	C	"24701.382"	"34057.0385"	"3p6.5p"	"2P*"	"1/2"	"3p6.11d"	"2D"	"3/2"		"T817LS"	""	
""	"1069.2785"	"0.0006"	""	"7.7e+04"	"6.6e-04"	"9.3e-02"	C	"24720.139"	"34072.2393"	"3p6.5p"	"2P*"	"3/2"	"3p6.13s"	"2S"	"1/2"		"T817LS"	""	
""	"1071.0193"	"0.0006"	""	"2.4e+03"	"4.1e-05"	"5.8e-03"	C	"24720.139"	"34057.0385"	"3p6.5p"	"2P*"	"3/2"	"3p6.11d"	"2D"	"3/2"		"T817LS"	""	
""	"1071.0232"	"0.0006"	""	"1.4e+04"	"3.6e-04"	"5.1e-02"	C	"24720.139"	"34057.0051"	"3p6.5p"	"2P*"	"3/2"	"3p6.11d"	"2D"	"5/2"		"T817LS"	""	
""	"1090.5010"	"0.0006"	""	"5.4e+04"	"9.6e-04"	"6.9e-02"	C	"24701.382"	"33871.4788"	"3p6.5p"	"2P*"	"1/2"	"3p6.12s"	"2S"	"1/2"		"T817LS"	""	
""	"1092.7362"	"0.0006"	""	"1.1e+05"	"9.8e-04"	"1.4e-01"	C+	"24720.139"	"33871.4788"	"3p6.5p"	"2P*"	"3/2"	"3p6.12s"	"2S"	"1/2"		"T817LS"	""	
""	"1092.8651"	"0.0006"	""	"1.3e+04"	"4.7e-04"	"3.3e-02"	C	"24701.382"	"33851.6418"	"3p6.5p"	"2P*"	"1/2"	"3p6.10d"	"2D"	"3/2"		"T817LS"	""	
""	"1095.1100"	"0.0006"	""	"2.7e+03"	"4.9e-05"	"7.0e-03"	C	"24720.139"	"33851.6418"	"3p6.5p"	"2P*"	"3/2"	"3p6.10d"	"2D"	"3/2"		"T817LS"	""	
""	"1095.1155"	"0.0006"	""	"1.6e+04"	"4.3e-04"	"6.2e-02"	C	"24720.139"	"33851.5956"	"3p6.5p"	"2P*"	"3/2"	"3p6.10d"	"2D"	"5/2"		"T817LS"	""	
"1102.289"	"1102.287"	"0.007"	"17*"	"6.538e+06"	"1.588e-01"	"3.457e+01"	AA	"21534.680"	"30606.73"	"3p6.3d"	"2D"	"5/2"	"3p6.5f"	"2F*"	"7/2"		"T9168"	"L6096"	
"1102.289"	"1102.287"	"0.007"	"17*"	"4.360e+05"	"7.942e-03"	"1.729e+00"	AA	"21534.680"	"30606.73"	"3p6.3d"	"2D"	"5/2"	"3p6.5f"	"2F*"	"5/2"		"T9168"	"L6096"	
"1102.569"	"1102.567"	"0.007"	"16"	"6.099e+06"	"1.667e-01"	"2.421e+01"	AA	"21536.988"	"30606.73"	"3p6.3d"	"2D"	"3/2"	"3p6.5f"	"2F*"	"5/2"		"T9168"	"L6096"	
""	"1123.9519"	"0.0006"	""	"7.960e+04"	"1.507e-03"	"1.116e-01"	A+	"24701.382"	"33598.5597"	"3p6.5p"	"2P*"	"1/2"	"3p6.11s"	"2S"	"1/2"		"T9168"	""	
""	"1126.3264"	"0.0006"	""	"1.573e+05"	"1.496e-03"	"2.218e-01"	A+	"24720.139"	"33598.5597"	"3p6.5p"	"2P*"	"3/2"	"3p6.11s"	"2S"	"1/2"		"T9168"	""	
""	"1127.3013"	"0.0006"	""	"1.74e+04"	"6.64e-04"	"4.93e-02"	B+	"24701.382"	"33572.1249"	"3p6.5p"	"2P*"	"1/2"	"3p6.9d"	"2D"	"3/2"		"T9168"	""	
""	"1129.6900"	"0.0006"	""	"3.73e+03"	"7.13e-05"	"1.06e-02"	B+	"24720.139"	"33572.1249"	"3p6.5p"	"2P*"	"3/2"	"3p6.9d"	"2D"	"3/2"		"T9168"	""	
""	"1129.6984"	"0.0006"	""	"2.28e+04"	"6.54e-04"	"9.73e-02"	B+	"24720.139"	"33572.0592"	"3p6.5p"	"2P*"	"3/2"	"3p6.9d"	"2D"	"5/2"		"T9168"	""	
